Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_297650	TGGT1_297650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,870,431..1,877,352(-)"	Ser/Thr phosphatase family protein	1.52	1.080690583	0.072568698	0.979960798	1.301254496
TGGT1_297660	TGGT1_297660-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,881,997..1,882,497(+)"	hypothetical protein	1.55	-0.894388057	-3.195806904	0.078594675	-1.665913152
TGGT1_297670	TGGT1_297670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,883,129..1,887,479(+)"	hypothetical protein	0.73	2.661406963	6.358408798	0.002749683	2.517639707
TGGT1_297680	TGGT1_297680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,891,376..1,892,515(-)"	putative calmodulin	0	-0.793130894	-0.340285236	-0.150255012	-0.579136431
TGGT1_297690	TGGT1_297690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,895,536..1,904,132(-)"	hypothetical protein	-1.27	-20.03444879	-82.4105265	-31.8376702	-61.50644828
TGGT1_297700	TGGT1_297700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,904,162..1,904,737(+)"	hypothetical protein	-1.09	-6.47086189	-3.209917994	-12.69265818	-3.674547973
TGGT1_297710	TGGT1_297710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,908,191..1,913,070(+)"	hypothetical protein	-0.17	-0.004820664	-0.011389922	-0.145996018	-0.081938389
TGGT1_297720	TGGT1_297720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,916,468..1,928,938(+)"	trehalose-phosphatase	-2.89	6.029640879	15.45170404	-0.44136012	1.76330569
TGGT1_297725	TGGT1_297725-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,931,131..1,931,712(-)"	hypothetical protein	0.38	0.526913965	-0.376424337	-0.04891351	-0.207018942
TGGT1_297730	TGGT1_297730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,935,013..1,936,221(-)"	putative transcription elongation factor 1	-0.49	0.082027078	0.006211608	-1.630959284	0.00087208
TGGT1_297745	TGGT1_297745-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,939,393..1,956,115(-)"	hypothetical protein	-5.34	-3.598643211	-6.862054836	-15.23742519	-6.414611268
TGGT1_297760	TGGT1_297760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,958,316..1,959,080(+)"	hypothetical protein	-0.7	-4.941198718	-4.698803365	-2.317935201	-5.20387798
TGGT1_297770	TGGT1_297770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,962,231..1,964,003(+)"	hypothetical protein	-0.56	-24.36060888	-42.06285435	-65.5221324	-18.75982031
TGGT1_297780	TGGT1_297780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,965,698..1,975,996(+)"	ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein	-2.93	-59.90172533	-32.63820241	-6.40389135	-31.97537794
TGGT1_297790	TGGT1_297790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,978,401..1,979,750(-)"	hypothetical protein	-0.14	0.000310229	-0.100839615	7.037027808	-0.315596982
TGGT1_297800	TGGT1_297800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:1,983,196..2,001,446(-)"	RecF/RecN/SMC N terminal domain-containing protein	-4.76	4.890261897	6.41686939	12.09393512	6.865584466
TGGT1_297810	TGGT1_297810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,012,516..2,015,258(-)"	hypothetical protein	-3.64	-1.33980631	-0.942536717	-0.05859787	-1.074835682
TGGT1_297820	TGGT1_297820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,016,948..2,025,006(-)"	putative sperm associated antigen 6	0.49	-0.12477533	-0.075641783	-0.616462665	-0.028166692
TGGT1_297830	TGGT1_297830-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,030,113..2,035,519(-)"	hypothetical protein	-4.73	-27.66953616	-74.154283	-0.011782351	-21.65250737
TGGT1_297840	TGGT1_297840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,038,694..2,050,603(-)"	"DNA primase, large subunit"	-4.86	-0.703899593	-26.4249493	-27.64767682	-10.82798099
TGGT1_297845	TGGT1_297845-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,055,654..2,056,490(+)"	hypothetical protein	1.38	-0.443755676	-0.085529484	-1.666972728	-1.649463728
TGGT1_297850	TGGT1_297850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,058,483..2,061,003(+)"	Branched-chain-amino-acid aminotransferase	1.04	-0.034211372	-0.077023961	-0.001628925	-1.267571763
TGGT1_297870	TGGT1_297870-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,062,540..2,067,145(-)"	hypothetical protein	1.52	-42.13665301	-48.20803109	-28.95640602	-58.23030907
TGGT1_297880	TGGT1_297880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,069,382..2,070,384(-)"	dense granule protein DG32	1.88	-1.277255512	-19.67844466	-133.1044124	-18.73598327
TGGT1_297890	TGGT1_297890-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,072,005..2,076,648(+)"	hypothetical protein	-2.13	-3.894982539	-8.490050724	-28.87646465	-6.990254889
TGGT1_297900	TGGT1_297900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,079,614..2,083,654(+)"	hypothetical protein	0.94	-1.693581555	-0.747835111	-0.27543923	-0.972174935
TGGT1_297910	TGGT1_297910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,085,175..2,086,341(-)"	hypothetical protein	1.43	0.093768797	0.071012435	0.109773013	0.476040455
TGGT1_297920	TGGT1_297920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,088,660..2,091,023(+)"	hypothetical protein	0.28	-0.069975736	-2.004130381	-0.224742768	-5.471400223
TGGT1_297925	TGGT1_297925-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,094,643..2,099,154(+)"	HesB-like domain-containing protein	-4.01	0.31959579	0.948995995	1.132016755	0.038693879
TGGT1_297940	TGGT1_297940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,100,854..2,104,951(-)"	single-strand binding protein	-0.61	-0.479739128	-0.025327274	0.18648507	-0.063822679
TGGT1_297960A	TGGT1_297960A-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,113,619..2,118,718(-)"	rhoptry neck protein RON6	0	-1.045258367	-1.763208863	-0.246558781	-0.395518892
TGGT1_297960B	TGGT1_297960B-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,107,572..2,113,518(-)"	rhoptry neck protein RON6	-3.48	-2.406601296	-5.282522137	-1.562843495	-12.91410849
TGGT1_297970	TGGT1_297970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,122,080..2,130,718(+)"	aspartyl aminopeptidase	-2.06	0.0000139	-5.268320939	3.433163579	-2.220350315
TGGT1_297980	TGGT1_297980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,133,830..2,134,207(-)"	hypothetical protein	-0.18	4.108236077	-0.072531894	9.138588165	-0.052942609
TGGT1_298010	TGGT1_298010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,137,400..2,168,678(-)"	hypothetical protein	-2.55	-3.858894262	-3.1076863	-2.405142221	-6.52009174
TGGT1_298020	TGGT1_298020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,173,899..2,186,012(+)"	DEAD-family helicase	-4.44	-14.77434683	-26.75267498	-26.66442278	-34.21866247
TGGT1_298030	TGGT1_298030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,188,930..2,194,231(+)"	putative Ubiquinol-cytochrome c chaperone	-4.04	-0.015285809	-0.533322252	-0.101529646	-0.38602129
TGGT1_298040	TGGT1_298040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,197,498..2,200,254(-)"	hypothetical protein	-2.5	-3.052228312	-19.1579955	-7.001294375	-0.658030141
TGGT1_298050	TGGT1_298050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,201,579..2,205,158(+)"	hypothetical protein	-1.02	2.116531295	-0.153010368	1.44401341	0.164904983
TGGT1_298060	TGGT1_298060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,213,861..2,224,605(+)"	Toxoplasma gondii family C protein	1.22	-0.321987116	-0.051721009	-0.329251691	-0.728833427
TGGT1_298070	TGGT1_298070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,236,714..2,237,936(+)"	hypothetical protein	1.42	-0.002064279	0.015561933	0.038091293	-0.02653099
TGGT1_298080	TGGT1_298080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,244,642..2,244,881(+)"	hypothetical protein	0.75	-0.454046466	-0.005238321	-0.002054277	-0.52550284
TGGT1_298090	TGGT1_298090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrII:2,245,034..2,250,177(+)"	Toxoplasma gondii family B protein	-0.24	-0.007830227	0.007609189	0.112011539	-0.021729213
TGGT1_298600	TGGT1_298600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXI:6,501,701..6,506,001(+)"	leucine zipper-like transcriptional regulator	0.57	-1.025791425	-3.629262779	-0.759861657	-0.414555985
TGGT1_298610	TGGT1_298610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXI:6,511,021..6,521,705(+)"	GYF domain-containing protein	-2.16	-18.2377412	-84.4407379	-72.96448892	-40.22889918
TGGT1_298620	TGGT1_298620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXI:6,525,685..6,526,050(+)"	hypothetical protein	-1.21	-0.140724449	-0.101094254	0.005270458	-0.003462932
TGGT1_298630	TGGT1_298630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXI:6,528,718..6,536,506(+)"	vacuolar transporter chaperone VTC2	-3.3	0.000911927	0.227920108	51.40324854	0.277414113
TGGT1_298820	TGGT1_298820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,307,502..2,308,023(+)"	hypothetical protein	-0.2	0.00000865	0.00063085	0.037943406	-0.335637222
TGGT1_298840	TGGT1_298840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,296,669..2,297,397(-)"	hypothetical protein	0.25	0.549378144	0.457579803	1.001488363	0.429635964
TGGT1_298960	TGGT1_298960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,278,166..2,279,008(+)"	Toxoplasma gondii family C protein	0.06	-0.327748509	-0.084564797	-0.000214313	-0.081976709
TGGT1_298970	TGGT1_298970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,271,735..2,273,392(+)"	"LSM3, U6 small nuclear RNA associated isoform 2 family protein"	-4.87	-30.28073171	-8.528258469	-0.70142392	-8.131898056
TGGT1_298980	TGGT1_298980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,264,306..2,270,133(-)"	RNA pseudouridine synthase superfamily protein	-0.23	-0.911142584	-1.088155075	-2.165653219	-5.667564915
TGGT1_298990	TGGT1_298990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,260,677..2,263,996(+)"	ferredoxin NADP+ oxidoreductase FNR	-3.03	-3.156083217	-0.854629565	-2.65785673	-10.4786997
TGGT1_299000	TGGT1_299000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,255,577..2,258,029(-)"	hypothetical protein	1.6	-0.470944056	-0.27489826	-0.031191824	-1.876795146
TGGT1_299010	TGGT1_299010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,238,585..2,243,379(-)"	hypothetical protein	1.24	0.035938272	-0.010334537	0.126084381	-0.87316303
TGGT1_299015	TGGT1_299015-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,235,529..2,236,670(-)"	hypothetical protein	0.7	1.605435716	0.12216311	-0.000967986	-0.001239259
TGGT1_299020	TGGT1_299020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,223,290..2,230,711(-)"	AP2 domain transcription factor AP2III-4	-0.59	-0.738138262	-0.18435776	-0.032948475	-2.005403471
TGGT1_299030	TGGT1_299030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,217,648..2,220,571(+)"	RNA recognition motif 2 protein	0.81	-3.003362354	-0.013088179	0.039426505	-1.017318388
TGGT1_299040	TGGT1_299040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,209,975..2,215,475(-)"	phosphatidylinositol n-acetylglucosaminyltransferase	-4.12	-1.32E-07	-3.146070823	-0.001201652	-0.254278763
TGGT1_299050	TGGT1_299050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,205,438..2,207,707(-)"	ribosomal protein RPL17	-5.22	0.49696545	0.119723341	0.947223929	0.0499595
TGGT1_299060	TGGT1_299060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,197,238..2,203,867(+)"	sodium/hydrogen exchanger NHE2	-1.07	-0.111460426	-1.440679888	0.122589589	-1.256113199
TGGT1_299070	TGGT1_299070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,188,027..2,191,756(+)"	pyruvate kinase PyKII	-2.76	-1.84904757	-2.004037614	-0.205508257	-3.39472817
TGGT1_299080	TGGT1_299080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,173,714..2,186,038(+)"	VTC domain-containing protein	-3.21	-0.442881139	-1.814307334	-0.698436936	-1.874531845
TGGT1_299100	TGGT1_299100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,162,728..2,169,237(-)"	hypothetical protein	-3.89	5.603733712	0.849937059	1.267543238	0.437423904
TGGT1_299110	TGGT1_299110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,152,699..2,160,213(+)"	cleft lip and palate transmembrane protein 1 (clptm1) protein	-1.99	11.17110169	1.639197103	69.2626879	2.572218647
TGGT1_299120	TGGT1_299120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,151,738..2,152,409(+)"	hypothetical protein	-0.13	-1.491742929	-4.58705232	-0.105210702	-1.086072736
TGGT1_299130	TGGT1_299130-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,138,776..2,151,293(-)"	hypothetical protein	-4.65	-8.685402762	-10.98815826	-8.310400656	-2.309634705
TGGT1_299150	TGGT1_299150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,128,403..2,135,416(-)"	AP2 domain transcription factor AP2III-3	-0.64	0.292952148	2.540962138	1.701711026	0.187853016
TGGT1_299160	TGGT1_299160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,125,944..2,126,745(+)"	hypothetical protein	-1.43	-0.70068903	-0.359456154	-0.016181598	-0.846511468
TGGT1_299168	TGGT1_299168-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,118,555..2,122,020(-)"	"ATPase, AAA family protein"	-1.55	0.112583691	-0.067418342	-0.019653381	-0.020798869
TGGT1_299172	TGGT1_299172-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,116,518..2,118,099(+)"	hypothetical protein	-1.88	-1.901767127	-9.095364828	-1.909900761	-2.086701943
TGGT1_299180	TGGT1_299180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,110,795..2,113,902(-)"	putative prenylated protein	-1.62	-6.296298483	-0.62069995	-0.736815194	-7.437572687
TGGT1_299190	TGGT1_299190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,106,784..2,109,039(+)"	B-box zinc finger domain-containing protein	-2.58	25.33566564	1.559779126	7.745906712	12.66324869
TGGT1_299200	TGGT1_299200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,102,262..2,105,060(-)"	putative Bet3 transport protein	-3.94	-3.99547873	-1.829172018	-0.384144278	-1.274728825
TGGT1_299210	TGGT1_299210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,095,036..2,100,826(+)"	CTP synthase	-5.67	-37.21610693	-97.44754806	-79.35807565	-42.07252352
TGGT1_299220	TGGT1_299220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,090,506..2,091,342(-)"	hypothetical protein	-0.6	-0.095809866	-0.878350499	-0.369548779	0.028939958
TGGT1_299230	TGGT1_299230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,085,024..2,086,934(+)"	F-box domain-containing protein	-0.47	-9.516200796	-6.881484525	-2.242856243	-11.58041047
TGGT1_299240	TGGT1_299240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,077,605..2,082,454(+)"	hypothetical protein	0.07	-0.176552963	-0.023300816	-0.011223249	0.000328354
TGGT1_299250	TGGT1_299250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,071,695..2,075,333(-)"	hypothetical protein	-2.72	-66.32915227	-75.65160102	-8.054369517	-12.48655074
TGGT1_299260	TGGT1_299260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,068,549..2,070,355(+)"	hypothetical protein	0.37	0.38318451	-0.290026532	0.14365962	0.086437934
TGGT1_299270	TGGT1_299270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIII:2,062,825..2,066,166(+)"	hypothetical protein	-0.51	-0.985570334	-0.044013911	0.00072515	-1.179487991
TGGT1_299570	TGGT1_299570-t26_1	Toxoplasma gondii GT1	"TGGT1_chrIX:6,099,861..6,100,627(+)"	Toxoplasma gondii family B protein	-1.12	0.057683538	-0.035024688	-0.004048898	-0.067233851
TGGT1_299670	TGGT1_299670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:312,905..318,735(+)"	hypothetical protein	0.35	8.514366519	4.225605225	1.692861307	4.074904846
TGGT1_299780	TGGT1_299780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:309,236..312,184(-)"	hypothetical protein	1.13	-4.373417983	-7.598647215	0.386016938	-5.132459777
TGGT1_299790	TGGT1_299790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:306,911..307,563(+)"	hypothetical protein	2.16	0.501127203	0.002109058	0.283245425	0.007551343
TGGT1_299800	TGGT1_299800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:303,948..305,130(+)"	hypothetical protein	0.24	0.22069651	0.967447675	0.985794245	0.207787772
TGGT1_299810	TGGT1_299810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:289,809..302,095(-)"	cysteine-tRNA synthetase (CysRS)	-3.87	-0.62275619	-15.40059325	-1.802040268	-7.459957064
TGGT1_299820	TGGT1_299820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:282,531..286,368(-)"	hypothetical protein	-0.76	-0.001375804	-0.220475094	-0.063459005	-0.217849781
TGGT1_299900	TGGT1_299900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:272,597..280,504(+)"	hypothetical protein	-3.96	-0.213180018	0.003350089	-0.698673655	0.005938128
TGGT1_299970	TGGT1_299970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:267,184..268,375(-)"	tetratricopeptide repeat-containing protein	0.67	-0.161795153	-2.12629815	-8.775511761	-5.469392289
TGGT1_299980	TGGT1_299980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:261,319..262,992(-)"	hypothetical protein	-0.15	-0.021200832	-9.328472964	-0.885617329	-0.497997304
TGGT1_299990	TGGT1_299990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:257,118..257,999(-)"	archease family protein	0.07	-0.18047503	0.210131292	0.001884587	-0.06025978
TGGT1_299995	TGGT1_299995-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:255,354..256,767(+)"	hypothetical protein	0.84	-0.598763477	-1.28530851	-1.321420623	-0.244220134
TGGT1_300000	TGGT1_300000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:251,803..254,851(+)"	ribosomal protein RPL18	-5.59	-1.061773797	-1.415705363	-1.070021084	-1.675963359
TGGT1_300010	TGGT1_300010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:241,429..247,736(-)"	hypothetical protein	0.51	0.14858271	-0.188185704	-0.006550663	-0.720169169
TGGT1_300020	TGGT1_300020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:231,909..239,606(+)"	ATP-dependent metallopeptidase HflB subfamily protein	0.01	5.601060327	-1.259322433	0.317850069	-0.031726909
TGGT1_300030	TGGT1_300030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:223,017..230,080(-)"	hypothetical protein	-5.27	-1.798452388	-0.190158629	-0.358643814	-0.296707551
TGGT1_300040	TGGT1_300040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:215,504..217,980(-)"	ubiquitin-conjugating enzyme subfamily protein	1.55	-25.00982755	-10.35287109	-13.99321724	-19.66541884
TGGT1_300048	TGGT1_300048-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:208,466..210,486(-)"	hypothetical protein	1.48	0.314190608	0.038933932	0.216851902	0.013373842
TGGT1_300052	TGGT1_300052-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:206,878..208,397(-)"	hypothetical protein	2.68	-0.017651903	0.008344997	-0.047006003	0.016257393
TGGT1_300055	TGGT1_300055-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:199,659..202,817(-)"	hypothetical protein	1.9	-0.053903924	0.008530074	0.055984152	-0.002155403
TGGT1_300060	TGGT1_300060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:194,988..195,928(-)"	signal peptidase subunit protein	-5	0.388381327	1.043286938	0.002980835	0.058767321
TGGT1_300070	TGGT1_300070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:191,222..193,251(+)"	hypothetical protein	1.15	0.04175833	-0.00000931	0.003651531	-0.000371386
TGGT1_300080	TGGT1_300080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:190,465..190,920(-)"	hypothetical protein	1.25	1.32743074	0.036998443	0.091829891	1.323830138
TGGT1_300090	TGGT1_300090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:186,657..187,463(+)"	hypothetical protein	1.03	0.251956509	0.007630704	-0.770199689	0.088567025
TGGT1_300100	TGGT1_300100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:175,560..186,129(-)"	rhoptry neck protein RON2	-4.63	-15.77433199	-30.22774747	-47.77775249	-17.32314689
TGGT1_300110	TGGT1_300110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:169,162..172,319(+)"	hypothetical protein	-0.42	-0.252992958	-1.490467291	-2.835553747	-1.051170039
TGGT1_300120	TGGT1_300120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:157,591..165,938(-)"	"aminotransferase, class V superfamily protein"	1.03	0.000059	0.465403733	23.91884508	0.000868039
TGGT1_300130	TGGT1_300130-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:150,753..154,136(-)"	apical membrane antigen 1 domain-containing protein	0.41	0.038453487	0.022642517	0.000818243	0.000901172
TGGT1_300140	TGGT1_300140-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:146,844..149,444(+)"	putative elongation factor 1-gamma	-3.02	-0.260256446	-0.781427713	-1.625559798	-1.02154102
TGGT1_300150	TGGT1_300150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:139,381..144,223(-)"	hypothetical protein	-1.1	-1.519480261	-0.082519898	-0.316697366	-1.506011297
TGGT1_300160	TGGT1_300160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:133,676..137,347(+)"	hypothetical protein	-3.7	-0.017572436	-0.463659127	-0.014602468	0.011312095
TGGT1_300180	TGGT1_300180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:130,239..132,087(-)"	hypothetical protein	-1.58	-0.286123532	0.197669651	-0.008536313	-0.901463975
TGGT1_300190	TGGT1_300190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:125,333..127,624(+)"	ribosomal protein RPL37A	-4.82	0.014900164	0.023214434	0.002995984	0.046141083
TGGT1_300200	TGGT1_300200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:122,117..123,855(-)"	histone H2AZ	-5.08	2.007174364	-1.794926421	0.039897519	-1.842641225
TGGT1_300220	TGGT1_300220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:108,727..118,989(-)"	hypothetical protein	-0.15	-366.5256845	-397.3608579	-455.6244359	-277.1250842
TGGT1_300230	TGGT1_300230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:104,481..106,370(+)"	putative nuclease	-1.9	-0.01778866	0.012505536	0.0000299	-0.014824132
TGGT1_300240	TGGT1_300240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:99,372..102,470(-)"	putative syntaxin 6 protein	-4.38	0.031744914	-0.402204171	0.432431498	0.196289729
TGGT1_300250	TGGT1_300250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:93,728..96,865(+)"	MtN3/saliva family protein	0.08	85.8765276	3.449408642	167.1401322	38.54357793
TGGT1_300260	TGGT1_300260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:83,727..88,302(+)"	threonyl-tRNA synthetase family protein	-4.32	0.080712836	7.999474943	-0.11458692	0.31597867
TGGT1_300270	TGGT1_300270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:77,129..81,016(+)"	hypothetical protein	-0.33	0.49805319	0.182690402	0.212264915	0.001289812
TGGT1_300280	TGGT1_300280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:70,960..73,566(-)"	LSM domain-containing protein	-5.79	0.648062018	0.362532506	0.089596173	-0.044830388
TGGT1_300285	TGGT1_300285-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:70,610..70,915(-)"	hypothetical protein	-1.3	33.73373712	3.462142891	20.81155498	14.33620545
TGGT1_300290	TGGT1_300290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:67,383..69,145(+)"	SNARE domain-containing protein	-1.71	-4.362035905	-3.086115543	-3.069341342	-3.086971712
TGGT1_300300	TGGT1_300300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:65,959..66,950(-)"	hypothetical protein	0.78	1.517248833	0.151638178	-0.074303437	0.356957528
TGGT1_300310	TGGT1_300310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:55,218..62,332(-)"	"26S proteasome regulatory subunit, S6a family AAA ATpase"	-4.65	1.439226378	5.32325492	-0.11920838	2.125058013
TGGT1_300320	TGGT1_300320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:45,220..53,967(+)"	dimethyladenosine transferase	-2.79	-15.40937053	-63.49281931	-20.38412043	-62.84366548
TGGT1_300330	TGGT1_300330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:36,167..42,508(+)"	hypothetical protein	-4.61	0.290943908	-0.788532189	0.087112273	0.128667453
TGGT1_300340	TGGT1_300340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:26,355..32,072(-)"	CAF1 family ribonuclease	-3.99	-0.327772483	-0.0509058	-0.004991997	-0.082993455
TGGT1_300350	TGGT1_300350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrXII:16,718..24,687(+)"	cysteine desulfurase/selenocysteine lyase family PLP dependent transferase superfamily protein	0.45	-1.512872899	-1.789914626	-1.357505165	-0.540402133
